,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
0,1,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7682,58109,2507,10189,1,Folarin Balogun,44,FWD,Arsenal,Fulham,Arsenal
1,2,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2284,34131,1538,3822,2,Cédric Alves Soares,40,DEF,Arsenal,Fulham,Arsenal
2,3,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,320,8822,2812,2492,3,Mohamed Elneny,44,MID,Arsenal,Fulham,Arsenal
3,4,21,Fulham,7,True,2023-08-26T14:00:00Z,2.0,2.0,3,34,0,2,0,1,0,0,0,0,0,0,0,22,23.0,15.3,25.0,6.3,0,0.04,0.22,0.26,0.25,54,-1390,9325,183,1573,4,Fábio Ferreira Vieira,54,MID,Arsenal,Fulham,Arsenal
4,5,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-621417,2040170,36142,657559,5,Gabriel dos Santos Magalhães,48,DEF,Arsenal,Fulham,Arsenal
5,6,21,Fulham,1,True,2023-08-26T14:00:00Z,2.0,2.0,3,55,0,0,0,1,0,0,0,0,0,0,0,2,5.4,23.6,13.0,4.2,1,0.27,0.14,0.41,0.29,74,-76821,308042,5577,82398,6,Kai Havertz,73,MID,Arsenal,Fulham,Arsenal
6,7,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1586,16044,517,2103,7,Rob Holding,44,DEF,Arsenal,Fulham,Arsenal
7,8,21,Fulham,1,True,2023-08-26T14:00:00Z,2.0,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.3,35.0,3.8,0,0.14,0.01,0.15,0.12,79,-20602,114556,8903,29505,8,Gabriel Fernando de Jesus,79,FWD,Arsenal,Fulham,Arsenal
8,9,21,Fulham,1,True,2023-08-26T14:00:00Z,2.0,2.0,3,6,0,0,0,1,0,0,0,0,0,0,0,4,4.2,6.7,0.0,1.1,0,0.00,0.03,0.03,0.25,55,-1887,19366,652,2539,9,Jorge Luiz Frello Filho,54,MID,Arsenal,Fulham,Arsenal
9,10,21,Fulham,1,True,2023-08-26T14:00:00Z,2.0,2.0,3,90,0,0,0,2,0,0,0,0,0,0,0,11,16.0,4.7,14.0,3.5,1,0.32,0.03,0.35,0.53,44,-758,9160,332,1090,10,Jakub Kiwior,44,DEF,Arsenal,Fulham,Arsenal
10,11,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2907,8103,0,2907,11,Marcus Oliveira Alencar,45,MID,Arsenal,Fulham,Arsenal
11,12,21,Fulham,2,True,2023-08-26T14:00:00Z,2.0,2.0,3,90,0,0,0,2,0,0,0,0,0,0,0,12,12.2,8.3,75.0,9.6,1,0.54,0.11,0.65,0.53,80,-55951,1386937,71354,127305,12,Gabriel Martinelli Silva,79,MID,Arsenal,Fulham,Arsenal
12,13,21,Fulham,5,True,2023-08-26T14:00:00Z,2.0,2.0,3,45,1,0,0,1,0,0,0,0,0,0,0,24,28.6,7.1,33.0,6.9,0,0.43,0.10,0.53,0.25,56,121675,639022,183104,61429,13,Eddie Nketiah,56,FWD,Arsenal,Fulham,Arsenal
13,14,21,Fulham,2,True,2023-08-26T14:00:00Z,2.0,2.0,3,83,0,0,0,1,0,0,0,0,0,0,0,10,11.8,12.4,24.0,4.8,1,0.11,0.14,0.25,0.29,85,68376,2222102,166740,98364,14,Martin Ødegaard,85,MID,Arsenal,Fulham,Arsenal
14,15,21,Fulham,1,True,2023-08-26T14:00:00Z,2.0,2.0,3,55,0,0,0,1,0,0,0,0,0,0,0,16,11.0,6.5,0.0,1.8,1,0.00,0.08,0.08,0.29,50,-3509,35427,2082,5591,15,Thomas Partey,49,MID,Arsenal,Fulham,Arsenal
15,16,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-861,7541,151,1012,16,Nicolas Pépé,49,MID,Arsenal,Fulham,Arsenal
16,17,21,Fulham,1,True,2023-08-26T14:00:00Z,2.0,2.0,3,90,0,0,0,2,0,0,0,0,0,1,0,10,12.2,0.0,0.0,1.2,1,0.00,0.00,0.00,0.53,50,-23232,1657162,53491,76723,17,Aaron Ramsdale,50,GKP,Arsenal,Fulham,Arsenal
17,18,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2393,15104,96,2489,18,Rúnar Alex Rúnarsson,40,GKP,Arsenal,Fulham,Arsenal
18,19,21,Fulham,8,True,2023-08-26T14:00:00Z,2.0,2.0,3,90,1,0,0,2,0,0,0,0,0,0,1,26,51.0,63.2,65.0,17.9,1,1.36,1.08,2.44,0.53,86,123264,6259148,208193,84929,19,Bukayo Saka,87,MID,Arsenal,Fulham,Arsenal
19,20,21,Fulham,1,True,2023-08-26T14:00:00Z,2.0,2.0,3,90,0,0,0,2,0,0,0,0,0,0,0,14,17.6,14.5,7.0,3.9,1,0.04,0.03,0.07,0.53,52,460200,2652845,511623,51423,20,William Saliba,52,DEF,Arsenal,Fulham,Arsenal
20,21,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-202,1931,40,242,21,Albert Sambi Lokonga,49,MID,Arsenal,Fulham,Arsenal
21,22,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-2033,13797,387,2420,22,Emile Smith Rowe,54,MID,Arsenal,Fulham,Arsenal
22,24,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-3450,28194,823,4273,24,Kieran Tierney,44,DEF,Arsenal,Fulham,Arsenal
23,25,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5126,20667,1387,6513,25,Takehiro Tomiyasu,45,DEF,Arsenal,Fulham,Arsenal
24,26,21,Fulham,1,True,2023-08-26T14:00:00Z,2.0,2.0,3,45,0,0,0,1,0,0,0,0,0,0,0,10,9.4,43.9,10.0,6.3,1,0.00,0.68,0.68,0.29,68,-126915,293748,4237,131152,26,Leandro Trossard,67,MID,Arsenal,Fulham,Arsenal
25,29,21,Fulham,1,True,2023-08-26T14:00:00Z,2.0,2.0,3,90,0,0,0,2,0,0,0,0,0,0,0,18,20.6,32.4,4.0,5.7,1,0.00,0.10,0.10,0.53,55,18413,895528,67894,49481,29,Benjamin White,55,DEF,Arsenal,Fulham,Arsenal
26,30,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-251,1263,0,251,30,Granit Xhaka,60,MID,Arsenal,Fulham,Arsenal
27,31,21,Fulham,1,True,2023-08-26T14:00:00Z,2.0,2.0,3,34,0,0,0,1,0,0,0,0,0,0,0,11,7.2,23.4,4.0,3.5,0,0.00,0.03,0.03,0.25,49,-45395,501796,25463,70858,31,Oleksandr Zinchenko,49,DEF,Arsenal,Fulham,Arsenal
28,113,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-93015,301218,2180,95195,113,David Raya Martin,48,GKP,Arsenal,Fulham,Arsenal
29,540,21,Fulham,2,True,2023-08-26T14:00:00Z,2.0,2.0,3,90,0,0,0,2,0,0,0,0,0,0,0,20,20.8,6.8,0.0,2.8,1,0.00,0.07,0.07,0.42,55,-49957,520310,16927,66884,540,Declan Rice,54,MID,Arsenal,Fulham,Arsenal
30,578,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-327,3004,139,466,578,Reiss Nelson,49,MID,Arsenal,Fulham,Arsenal
31,585,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-104134,119135,290,104424,585,Jurriën Timber,47,DEF,Arsenal,Fulham,Arsenal
32,646,21,Fulham,0,True,2023-08-26T14:00:00Z,2.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,258,2167,396,138,646,Karl Hein,40,GKP,Arsenal,Fulham,Arsenal
33,32,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-460,3636,182,642,32,Alexandre Moreno Lopera,50,DEF,Burnley,Aston Villa,Aston Villa
34,34,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,114802,203866,132289,17487,34,Leon Bailey,55,MID,Burnley,Aston Villa,Aston Villa
35,35,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-3228,6791,86,3314,35,Emiliano Buendía Stati,58,MID,Burnley,Aston Villa,Aston Villa
36,36,25,Burnley,17,False,2023-08-27T13:00:00Z,1.0,3.0,3,90,2,0,0,1,0,0,0,0,0,0,3,45,80.6,3.7,81.0,16.5,1,1.35,0.02,1.37,0.73,45,22772,738209,67447,44675,36,Matty Cash,46,DEF,Burnley,Aston Villa,Aston Villa
37,37,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-6187,121502,4239,10426,37,Calum Chambers,40,DEF,Burnley,Aston Villa,Aston Villa
38,38,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-15432,39023,1216,16648,38,Philippe Coutinho Correia,59,MID,Burnley,Aston Villa,Aston Villa
39,40,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-340,1383,21,361,40,Leander Dendoncker,49,MID,Burnley,Aston Villa,Aston Villa
40,41,25,Burnley,2,False,2023-08-27T13:00:00Z,1.0,3.0,3,90,0,0,0,1,0,0,0,0,0,0,0,10,14.4,0.7,8.0,2.3,1,0.10,0.01,0.11,0.73,45,-2464,44528,2472,4936,41,Diego Carlos Santos Silva,45,DEF,Burnley,Aston Villa,Aston Villa
41,42,25,Burnley,5,False,2023-08-27T13:00:00Z,1.0,3.0,3,80,0,1,0,1,0,0,0,0,0,0,0,17,21.8,22.5,10.0,5.4,1,0.00,0.08,0.08,0.28,45,118092,257804,135008,16916,42,Lucas Digne,45,DEF,Burnley,Aston Villa,Aston Villa
42,43,25,Burnley,2,False,2023-08-27T13:00:00Z,1.0,3.0,3,85,0,0,0,1,0,0,0,0,0,0,0,12,11.4,33.9,0.0,4.5,1,0.00,0.13,0.13,0.39,55,-11185,227643,11671,22856,43,Douglas Luiz Soares de Paulo,54,MID,Burnley,Aston Villa,Aston Villa
43,44,25,Burnley,1,False,2023-08-27T13:00:00Z,1.0,3.0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,2.0,0.2,0,0.00,0.00,0.00,0.33,50,5987,11960,7315,1328,44,Jhon Durán,50,FWD,Burnley,Aston Villa,Aston Villa
44,45,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-992,19092,793,1785,45,Kortney Hause,40,DEF,Burnley,Aston Villa,Aston Villa
45,46,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-561,2585,35,596,46,Tim Iroegbunam,44,MID,Burnley,Aston Villa,Aston Villa
46,47,25,Burnley,3,False,2023-08-27T13:00:00Z,1.0,3.0,3,90,0,0,0,1,0,0,0,0,0,0,1,23,18.2,22.9,0.0,4.1,1,0.00,0.03,0.03,0.73,50,-325,10304,1139,1464,47,Boubacar Kamara,50,MID,Burnley,Aston Villa,Aston Villa
47,48,25,Burnley,2,False,2023-08-27T13:00:00Z,1.0,3.0,3,90,0,0,0,1,0,0,0,0,0,0,0,12,15.6,1.5,0.0,1.7,1,0.00,0.01,0.01,0.73,45,-1412,107133,4559,5971,48,Ezri Konsa Ngoyo,45,DEF,Burnley,Aston Villa,Aston Villa
48,49,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,2031,752076,46157,44126,49,Emiliano Martínez Romero,50,GKP,Burnley,Aston Villa,Aston Villa
49,50,25,Burnley,2,False,2023-08-27T13:00:00Z,1.0,3.0,3,90,0,0,0,1,0,0,0,0,0,0,0,18,7.8,26.7,4.0,3.9,1,0.00,0.15,0.15,0.73,55,10908,59654,14989,4081,50,John McGinn,55,MID,Burnley,Aston Villa,Aston Villa
50,51,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-224657,451552,638,225295,51,Tyrone Mings,43,DEF,Burnley,Aston Villa,Aston Villa
51,53,25,Burnley,2,False,2023-08-27T13:00:00Z,1.0,3.0,3,90,0,0,0,1,0,0,0,0,0,1,0,12,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,0.73,40,-2825,80599,1531,4356,53,Robin Olsen,40,GKP,Burnley,Aston Villa,Aston Villa
52,54,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1948,14680,894,2842,54,Jaden Philogene-Bidace,45,MID,Burnley,Aston Villa,Aston Villa
53,55,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-1933,8029,80,2013,55,Jacob Ramsey,59,MID,Burnley,Aston Villa,Aston Villa
54,56,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-117,648,0,117,56,Morgan Sanson,45,MID,Burnley,Aston Villa,Aston Villa
55,57,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-46,582,0,46,57,Viljami Sinisalo,40,GKP,Burnley,Aston Villa,Aston Villa
56,58,25,Burnley,1,False,2023-08-27T13:00:00Z,1.0,3.0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.33,59,-16380,83838,2353,18733,58,Youri Tielemans,58,MID,Burnley,Aston Villa,Aston Villa
57,59,25,Burnley,1,False,2023-08-27T13:00:00Z,1.0,3.0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.45,50,-160,1699,120,280,59,Bertrand Traoré,50,MID,Burnley,Aston Villa,Aston Villa
58,60,25,Burnley,5,False,2023-08-27T13:00:00Z,1.0,3.0,3,85,0,1,0,1,0,0,0,0,0,0,0,8,20.8,24.8,65.0,11.1,1,0.78,0.01,0.79,0.39,80,-49457,2286440,158524,207981,60,Ollie Watkins,80,FWD,Burnley,Aston Villa,Aston Villa
59,61,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-130,789,0,130,61,Wesley Moraes Ferreira da Silva,50,FWD,Burnley,Aston Villa,Aston Villa
60,584,25,Burnley,2,False,2023-08-27T13:00:00Z,1.0,3.0,3,90,0,0,0,1,0,0,0,0,0,0,0,18,11.0,0.8,0.0,1.2,1,0.00,0.01,0.01,0.73,45,-33,246178,13126,13159,584,Pau Torres,45,DEF,Burnley,Aston Villa,Aston Villa
61,599,25,Burnley,12,False,2023-08-27T13:00:00Z,1.0,3.0,3,72,1,1,0,1,0,0,0,0,0,0,2,42,55.8,26.8,18.0,10.1,1,0.18,0.10,0.28,0.28,66,-7930,826851,84042,91972,599,Moussa Diaby,66,MID,Burnley,Aston Villa,Aston Villa
62,618,25,Burnley,0,False,2023-08-27T13:00:00Z,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-342,3867,251,593,618,Omari Kellyman,45,MID,Burnley,Aston Villa,Aston Villa
63,670,37,Liverpool,0,False,2023-09-03T13:00:00Z,1.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,146,1035,223,77,670,Filip Marschall,40,GKP,Burnley,Aston Villa,Aston Villa
64,62,22,Spurs,1,True,2023-08-26T11:30:00Z,0.0,2.0,3,30,0,0,0,1,0,0,0,0,0,0,0,2,3.0,1.6,12.0,1.7,0,0.07,0.02,0.09,0.72,50,-1414,12492,493,1907,62,Jaidon Anthony,49,MID,Bournemouth,Spurs,Bournemouth
65,63,22,Spurs,2,True,2023-08-26T11:30:00Z,0.0,2.0,3,85,0,0,0,2,0,0,0,0,0,0,0,7,14.0,31.4,36.0,8.1,1,0.29,0.03,0.32,1.83,54,-8581,55664,2844,11425,63,Philip Billing,54,MID,Bournemouth,Spurs,Bournemouth
66,64,22,Spurs,1,True,2023-08-26T11:30:00Z,0.0,2.0,3,17,0,0,0,0,0,0,0,0,0,0,0,5,2.2,1.4,2.0,0.6,0,0.00,0.01,0.01,0.28,50,-1505,8242,243,1748,64,David Brooks,49,MID,Bournemouth,Spurs,Bournemouth
67,65,22,Spurs,1,True,2023-08-26T11:30:00Z,0.0,2.0,3,59,0,0,0,1,0,0,0,0,0,0,0,4,7.0,20.6,9.0,3.7,1,0.02,0.15,0.17,1.34,50,31,2305,369,338,65,Ryan Christie,50,MID,Bournemouth,Spurs,Bournemouth
68,66,22,Spurs,1,True,2023-08-26T11:30:00Z,0.0,2.0,3,45,0,0,0,1,0,0,0,0,0,0,0,5,11.6,1.4,1.0,1.4,0,0.03,0.01,0.04,0.72,50,-426,1577,14,440,66,Lewis Cook,50,MID,Bournemouth,Spurs,Bournemouth
69,67,22,Spurs,0,True,2023-08-26T11:30:00Z,0.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-83,432,0,83,67,Siriki Dembélé,45,MID,Bournemouth,Spurs,Bournemouth
70,68,22,Spurs,0,True,2023-08-26T11:30:00Z,0.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-282,1663,59,341,68,Ryan Fredericks,44,DEF,Bournemouth,Spurs,Bournemouth
71,69,22,Spurs,0,True,2023-08-26T11:30:00Z,0.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-106,27403,2474,2580,69,James Hill,40,DEF,Bournemouth,Spurs,Bournemouth
72,70,22,Spurs,0,True,2023-08-26T11:30:00Z,0.0,2.0,3,90,0,0,0,2,0,0,0,1,0,0,0,9,7.4,1.0,2.0,1.0,1,0.00,0.01,0.01,2.06,45,101,1609,213,112,70,Lloyd Kelly,45,DEF,Bournemouth,Spurs,Bournemouth
73,71,22,Spurs,0,True,2023-08-26T11:30:00Z,0.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-822,6635,157,979,71,Gavin Kilkenny,44,MID,Bournemouth,Spurs,Bournemouth
74,72,22,Spurs,1,True,2023-08-26T11:30:00Z,0.0,2.0,3,59,0,0,0,1,0,0,0,0,0,0,0,0,3.4,12.3,7.0,2.3,1,0.03,0.02,0.05,1.34,49,-7414,33348,764,8178,72,Justin Kluivert,48,MID,Bournemouth,Spurs,Bournemouth
75,73,22,Spurs,0,True,2023-08-26T11:30:00Z,0.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-219,1551,23,242,73,Jamal Lowe,49,MID,Bournemouth,Spurs,Bournemouth
76,74,22,Spurs,0,True,2023-08-26T11:30:00Z,0.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-829,2684,34,863,74,Emiliano Marcondes,44,MID,Bournemouth,Spurs,Bournemouth
77,75,22,Spurs,0,True,2023-08-26T11:30:00Z,0.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-689,7095,252,941,75,Chris Mepham,44,DEF,Bournemouth,Spurs,Bournemouth
78,76,22,Spurs,1,True,2023-08-26T11:30:00Z,0.0,2.0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.4,2.0,0.4,0,0.00,0.01,0.01,0.23,49,-5241,35548,1114,6355,76,Kieffer Moore,49,FWD,Bournemouth,Spurs,Bournemouth
79,77,22,Spurs,2,True,2023-08-26T11:30:00Z,0.0,2.0,3,90,0,0,0,2,0,0,0,0,0,4,0,15,24.8,0.0,0.0,2.5,1,0.00,0.00,0.00,2.06,45,15452,94977,21388,5936,77,Norberto Murara Neto,45,GKP,Bournemouth,Spurs,Bournemouth
